unit	entry	level	scc	loc	authority (under /Users/nickm/git/deeptools-src)	extract_lines (crustify-senpass/cpp/sentient.cpp)	rust_home	calls
e273_isHeadOfChain	273/656	1	37	6	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:907	7658-7664	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e007_isPartOfSomeChain
e274_validate	274/656	1	34	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:929	7673-7677	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e252_size
e275_turnHBMConstantOpAddrsToQueryMapsHelper	275/656	1	94	59	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1595	7686-7746	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e252_size
e276_updateImmutableAddr	276/656	1	78	12	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1936	7755-7767	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/toggle_data_transfer_updater.rs	e009_createOffsetValue
e277_updateVariableOffsetCalculation	277/656	1	74	21	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2065	7776-7798	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/conditional_const_data_transfer_updater.rs	e009_createOffsetValue
e278_isValid	278/656	1	1	23	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2478	7807-7830	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/data_transfer_descriptor.rs	e252_size,e279_canBeSimplified
e279_canBeSimplified	279/656	1	1	18	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2502	7839-7857	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/data_transfer_descriptor.rs	e252_size,e258_isToggle,e259_isConditionalConstant,e260_isIntegerSequence,e261_isDiscreteIntegerSet,e262_isLoopingChainMutableAddr,e263_getToggleDescriptor,e264_getToggleDescriptor,e265_getConditionalConstantDescriptor,e266_getConditionalConstantDescriptor,e267_getIntegerSequenceDescriptor,e268_getIntegerSequenceDescriptor,e269_getDiscreteIntegerSetDescriptor,e270_getDiscreteIntegerSetDescriptor,e271_getLoopingChainMutableAddrDescriptor,e272_getLoopingChainMutableAddrDescriptor
e280_IntegerSequenceDescriptor	280/656	1	51	75	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2799	7866-7943	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/integer_sequence_descriptor.rs	e001_invalidate,e003_invalidate,e004_invalidate,e005_invalidate,e017_getOutermostConstInitialization
e281_DiscreteIntegerSetDescriptor	281/656	1	55	45	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2901	7952-8004	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/discrete_integer_set_descriptor.rs	e001_invalidate,e003_invalidate,e004_invalidate,e005_invalidate,e017_getOutermostConstInitialization
e282_LoopingChainMutableAddrDescriptor	282/656	1	54	27	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:3081	8013-8052	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/looping_chain_mutable_addr_descriptor.rs	e001_invalidate,e003_invalidate,e004_invalidate,e005_invalidate,e018_getOutermostConstInitAndLoopingChainIncrement
e283_assignPrecision	283/656	1	100	31	dcc/src/Transform/Sentient/AddressRegisterPrecisionAssignment.cpp:164	8061-8095	crates/compiler/deeptools/src/transform/sentient/address_register_precision_assignment/mod.rs	e020_assignPrecisionHelper
e284_annotateMacOp	284/656	1	104	48	dcc/src/Transform/Sentient/AnnotateMacXRFWtRange.cpp:66	8104-8153	crates/compiler/deeptools/src/transform/sentient/annotate_mac_xrf_wt_range/mod.rs	e252_size
e285_runOn	285/656	1	107	29	dcc/src/Transform/Sentient/BurstSplitting.cpp:161	8162-8191	crates/compiler/deeptools/src/transform/sentient/burst_splitting/mod.rs	e021_splitBurst
e286_recomputeAsDefaultVals	286/656	1	117	58	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:396	8200-8258	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	e023_incrementLength,e025_getIntervalStride
e287_getTableEntryAtIdx	287/656	1	119	4	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:512	8267-8271	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	e252_size
e288_createTableEntryAtIdx	288/656	1	120	4	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:517	8280-8284	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	e252_size
e289_computeTemplateSeqAndUpdateMonotoneSeq	289/656	1	134	75	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:2096	8293-8369	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e026_changeToDefaultValue,e252_size
e290_insertSequence	290/656	1	138	24	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:2360	8378-8403	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e252_size
e291_padTableSlice	291/656	1	133	49	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:2398	8412-8462	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e025_getIntervalStride,e252_size
e292_generateEncodingTypes	292/656	1	124	26	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:2450	8471-8497	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e252_size
e293_generateEncodingTuple	293/656	1	126	52	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:2485	8506-8559	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e252_size
e294_codeGenMonotoneTableSlice	294/656	1	141	137	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:2654	8568-8707	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e025_getIntervalStride,e252_size
e295_codeGenGenericTableSlice	295/656	1	125	58	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:2802	8716-8775	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e025_getIntervalStride,e252_size
e296_runOnOperation	296/656	1	148	33	dcc/src/Transform/Sentient/CanonicalizeXRFPointers.cpp:172	8784-8817	crates/compiler/deeptools/src/transform/sentient/canonicalize_xrf_pointers/mod.rs	e037_replaceXRFImplicitIncrWithAdd,e038_replaceConstXRFExpressions,e252_size
e297_simplifyProgramUnitOp	297/656	1	152	64	dcc/src/Transform/Sentient/Deuniform.cpp:155	8826-8891	crates/compiler/deeptools/src/transform/sentient/deuniform/mod.rs	e252_size
e298_duplicateAndUpdateEntriesOfQueryMap	298/656	1	150	22	dcc/src/Transform/Sentient/Deuniform.cpp:221	8900-8924	crates/compiler/deeptools/src/transform/sentient/deuniform/mod.rs	e252_size
e299_expandAllGroupsToUnitsAndUpdateSizes	299/656	1	153	35	dcc/src/Transform/Sentient/Deuniform.cpp:246	8933-8970	crates/compiler/deeptools/src/transform/sentient/deuniform/mod.rs	e252_size
e300_processWorkList	300/656	1	162	53	dcc/src/Transform/Sentient/EnhancedDeadVariableElimination.cpp:460	8979-9032	crates/compiler/deeptools/src/transform/sentient/enhanced_dead_variable_elimination/mod.rs	e040_addToWorkListAndUpdateAssignment
e301_initializeAssignmentForAnOperation	301/656	1	160	147	dcc/src/Transform/Sentient/EnhancedDeadVariableElimination.cpp:525	9041-9189	crates/compiler/deeptools/src/transform/sentient/enhanced_dead_variable_elimination/mod.rs	e040_addToWorkListAndUpdateAssignment
e302_matchAndRewrite	302/656	1	187	40	dcc/src/Transform/Sentient/LexicalOrdering.cpp:50	9198-9239	crates/compiler/deeptools/src/transform/sentient/lexical_ordering/mod.rs	e252_size
e303_runOn	303/656	1	189	8	dcc/src/Transform/Sentient/LexicalOrdering.cpp:203	9248-9256	crates/compiler/deeptools/src/transform/sentient/lexical_ordering/mod.rs	e051_runOn
e304_printSsaMap	304/656	1	206	18	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:218	9265-9283	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	e057_print,e252_size
e305_getBaseExpr	305/656	1	207	116	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:271	9292-9410	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	e056_set,e252_size
e306_getRootIterArg	306/656	1	209	72	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:393	9419-9491	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	e252_size
e307_cloneValueToRegion	307/656	1	217	40	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:917	9500-9541	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	e252_size
e308_cluster	308/656	1	226	14	dcc/src/Transform/Sentient/LocalRegionSplittingForValueCommoning.cpp:330	9550-9566	crates/compiler/deeptools/src/transform/sentient/local_region_splitting_for_value_commoning/mod.rs	e252_size
e309_absorbIntoAnchorFromLeft	309/656	1	239	15	dcc/src/Transform/Sentient/LoopAbsorption.cpp:236	9575-9590	crates/compiler/deeptools/src/transform/sentient/loop_absorption/loop_absorption_manager.rs	e252_size
e310_absorbIntoAnchorFromRight	310/656	1	242	17	dcc/src/Transform/Sentient/LoopAbsorption.cpp:387	9599-9616	crates/compiler/deeptools/src/transform/sentient/loop_absorption/loop_absorption_manager.rs	e252_size
e311_getCandidateLoops	311/656	1	248	56	dcc/src/Transform/Sentient/LoopCoalescing.cpp:76	9625-9683	crates/compiler/deeptools/src/transform/sentient/loop_coalescing/mod.rs	e252_size
e312_splitBounds	312/656	1	250	10	dcc/src/Transform/Sentient/LoopCoalescing.cpp:417	9692-9704	crates/compiler/deeptools/src/transform/sentient/loop_coalescing/mod.rs	e071_getLargestDivisor,e252_size
e313_isCandidate	313/656	1	256	52	dcc/src/Transform/Sentient/LoopEliminationViaRerolling.cpp:117	9713-9765	crates/compiler/deeptools/src/transform/sentient/loop_elimination_via_rerolling/mod.rs	e073_getNontrivialOpsInLoop,e074_checkOperandsOfComputeOp,e252_size
e314_removeLoopsContainingLoadSendOrReceiveStore	314/656	1	257	65	dcc/src/Transform/Sentient/LoopEliminationViaRerolling.cpp:175	9774-9841	crates/compiler/deeptools/src/transform/sentient/loop_elimination_via_rerolling/mod.rs	e073_getNontrivialOpsInLoop
e315_removeLoopsContainingComputeOp	315/656	1	259	80	dcc/src/Transform/Sentient/LoopEliminationViaRerolling.cpp:248	9850-9931	crates/compiler/deeptools/src/transform/sentient/loop_elimination_via_rerolling/mod.rs	e073_getNontrivialOpsInLoop,e243_roundDownUnrollFactor
e316_mergeLoops	316/656	1	265	100	dcc/src/Transform/Sentient/LoopMerging.cpp:179	9940-10041	crates/compiler/deeptools/src/transform/sentient/loop_merging/mod.rs	e075_getNextEligibleOp,e252_size
e317_checkDeltasOfOperands	317/656	1	279	79	dcc/src/Transform/Sentient/LoopRolling.cpp:505	10050-10130	crates/compiler/deeptools/src/transform/sentient/loop_rolling/mod.rs	e080_getOperandKind,e083_computeValsIfDifferent
e318_promoteForLoopBodyAndDelete	318/656	1	288	10	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:147	10139-10150	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	e085_replaceIterArgsAndYieldResults
e319_getAllTrueIndexOfIfOpsList	319/656	1	295	7	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:587	10159-10167	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	e090_evaluatePredicate
e320_subsetsImpl	320/656	1	301	9	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:622	10176-10187	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	e252_size
e321_printLoopToPeelingType	321/656	1	308	11	dcc/src/Transform/Sentient/MultiDimLoopPeeling.cpp:188	10196-10207	crates/compiler/deeptools/src/transform/sentient/multi_dim_loop_peeling/mod.rs	e093_stringifyPeelingType
e322_copyOneIter	322/656	1	314	65	dcc/src/Transform/Sentient/MultiDimLoopPeeling.cpp:461	10216-10283	crates/compiler/deeptools/src/transform/sentient/multi_dim_loop_peeling/loop_peeling_manager.rs	e096_simplifyConditionals,e252_size
e323_runOnOperation	323/656	1	337	5	dcc/src/Transform/Sentient/MulticastCanonicalization.cpp:90	10292-10297	crates/compiler/deeptools/src/transform/sentient/multicast_canonicalization/mod.rs	e097_runOn
e324_processQMapOfDirectMulticast	324/656	1	340	16	dcc/src/Transform/Sentient/MulticastCanonicalization.cpp:138	10306-10323	crates/compiler/deeptools/src/transform/sentient/multicast_canonicalization/mod.rs	e099_createNewProducerQMap
e325_runOnOperation	325/656	1	345	10	dcc/src/Transform/Sentient/NOPInsertionForBackToBackSyncs.cpp:81	10332-10342	crates/compiler/deeptools/src/transform/sentient/nop_insertion_for_back_to_back_syncs/mod.rs	e100_runOn
e326_replaceVirtualAssignTarget	326/656	1	348	8	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:159	10351-10359	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/mod.rs	e252_size
e327_calcSSAWeight	327/656	1	351	59	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:262	10368-10427	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	e103_totalTripCount,e104_getRegisterInitPriority
e328_sortRegCoalescingCandidates	328/656	1	354	7	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:332	10436-10443	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	e105_weightOfSubset
e329_collectAllRegCoalescingCandidates	329/656	1	356	133	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:371	10452-10585	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	e106_collectAllRegCoalescingCandidatesImpl
e330_getNextMaxWeight	330/656	1	358	29	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:505	10594-10624	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	e105_weightOfSubset,e252_size
e331_dumpWeight	331/656	1	362	5	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:706	10633-10639	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/mod.rs	e102_dumpWeights
e332_moveSSAToInit	332/656	1	363	25	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:715	10648-10673	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/mod.rs	e252_size
e333_constructValues	333/656	1	368	34	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:1107	10682-10718	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_candidate_promoter.rs	e251_add,e252_size
e334_mergeScalarOpIntoMac	334/656	1	316	57	dcc/src/Transform/Sentient/OpRerolling.cpp:81	10727-10784	crates/compiler/deeptools/src/transform/sentient/op_rerolling/mod.rs	e252_size
e335_fill	335/656	1	328	165	dcc/src/Transform/Sentient/OpRerolling.cpp:502	10793-10958	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	e115_reset,e116_getUnrollOperandUsingPort,e117_fillMemOpAttrs
e336_match	336/656	1	331	149	dcc/src/Transform/Sentient/OpRerolling.cpp:731	10967-11116	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	e118_areOperandsMatching,e252_size
e337_updateUnrollInfo	337/656	1	318	44	dcc/src/Transform/Sentient/OpRerolling.cpp:881	11125-11169	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	e252_size
e338_setUnrollFieldsInStmt	338/656	1	323	311	dcc/src/Transform/Sentient/OpRerolling.cpp:1038	11178-11491	crates/compiler/deeptools/src/transform/sentient/op_rerolling/mod.rs	e113_isXrfRdOp,e114_isXrfWtOp,e116_getUnrollOperandUsingPort,e119_createOperand,e120_createForwardingArray,e243_roundDownUnrollFactor,e252_size
e339_addNodesToGraph	339/656	1	389	131	dcc/src/Transform/Sentient/PortAssignment.cpp:473	11500-11632	crates/compiler/deeptools/src/transform/sentient/port_assignment/mod.rs	e125_getValidPorts,e126_IsSwappablePerAlgebraicReassociation
e340_updateSentientIRPorts	340/656	1	392	52	dcc/src/Transform/Sentient/PortAssignment.cpp:682	11641-11693	crates/compiler/deeptools/src/transform/sentient/port_assignment/mod.rs	e124_getPortAttr,e252_size
e341_addReuseToDummyOperands	341/656	1	393	36	dcc/src/Transform/Sentient/PortAssignment.cpp:739	11702-11738	crates/compiler/deeptools/src/transform/sentient/port_assignment/mod.rs	e124_getPortAttr,e252_size
e342_runOnOperation	342/656	1	398	6	dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:109	11747-11753	crates/compiler/deeptools/src/transform/sentient/read_only_register_renumbering/mod.rs	e127_runOn
e343_computeNewRegisterIndices	343/656	1	400	23	dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:117	11762-11786	crates/compiler/deeptools/src/transform/sentient/read_only_register_renumbering/mod.rs	e132_setNewRegisterIndex
e344_naivelyAllocate	344/656	1	405	281	dcc/src/Transform/Sentient/RegisterAllocation.cpp:39	11795-12076	crates/compiler/deeptools/src/transform/sentient/register_allocation/mod.rs	e252_size
e345_run	345/656	1	408	14	dcc/src/Transform/Sentient/RegisterInitialization.cpp:121	12085-12099	crates/compiler/deeptools/src/transform/sentient/register_initialization/mod.rs	e131_runLocalAnalysis,e252_size,e346_runGlobalAnalysis,e347_runTransformation
e346_runGlobalAnalysis	346/656	1	408	5	dcc/src/Transform/Sentient/RegisterInitialization.cpp:158	12108-12113	crates/compiler/deeptools/src/transform/sentient/register_initialization/mod.rs	e345_run
e347_runTransformation	347/656	1	408	3	dcc/src/Transform/Sentient/RegisterInitialization.cpp:164	12122-12125	crates/compiler/deeptools/src/transform/sentient/register_initialization/mod.rs	e345_run
e348_updateRegIndex	348/656	1	413	16	dcc/src/Transform/Sentient/RegisterPacking.cpp:162	12134-12151	crates/compiler/deeptools/src/transform/sentient/register_packing/mod.rs	e132_setNewRegisterIndex
e349_getRegWithType	349/656	1	415	7	dcc/src/Transform/Sentient/RegisterPacking.cpp:239	12160-12168	crates/compiler/deeptools/src/transform/sentient/register_packing/mod.rs	e252_size
e350_createCopyOperationAndUpdateAssignment	350/656	1	430	120	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:255	12177-12299	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	e140_moveToCommonDominator
e351_addToWorkListAndUpdateAssignment	351/656	1	426	4	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:399	12308-12313	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	e141_addToWorkList,e143_updateAssignment
e352_updateProgramUnit	352/656	1	434	45	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:441	12322-12367	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	e252_size
e353_increasesOperandLiverange	353/656	1	443	52	dcc/src/Transform/Sentient/RematerializationPass.cpp:109	12376-12429	crates/compiler/deeptools/src/transform/sentient/rematerialization_pass/mod.rs	e146_getLastUseWithinBlock
e354_getReturnValsIfSimpleConditional	354/656	1	447	27	dcc/src/Transform/Sentient/RemoveRedundantConditionals.cpp:121	12438-12467	crates/compiler/deeptools/src/transform/sentient/remove_redundant_conditionals/redundant_conditional_manager.rs	e252_size
e355_runOnOperation	355/656	1	453	5	dcc/src/Transform/Sentient/ReuseLoopIteratorArguments.cpp:102	12476-12481	crates/compiler/deeptools/src/transform/sentient/reuse_loop_iterator_arguments/mod.rs	e147_runOn
e356_reuseIdenticalIterArgs	356/656	1	454	64	dcc/src/Transform/Sentient/ReuseLoopIteratorArguments.cpp:345	12490-12555	crates/compiler/deeptools/src/transform/sentient/reuse_loop_iterator_arguments/mod.rs	e252_size
e357_areUsersLiverangesOverlapping	357/656	1	456	23	dcc/src/Transform/Sentient/ReuseLoopIteratorArguments.cpp:458	12564-12589	crates/compiler/deeptools/src/transform/sentient/reuse_loop_iterator_arguments/mod.rs	e148_collectResultsOfNonYieldFeedingUsers
e358_collectCandidates	358/656	1	466	65	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:297	12598-12665	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	e252_size
e359_insertCopyOpsForCandidates	359/656	1	463	49	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:365	12674-12724	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	e151_insertCopyOpsForJCRCandidate,e154_propagateElementSizeToCopyOp
e360_dumpSymbolUsageInfo	360/656	1	469	32	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:512	12733-12765	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	e252_size
e361_isImmutableValueInRange	361/656	1	475	28	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:232	12774-12804	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	e157_doesImmutableImmExceedRange,e158_doesValueExceedLRFRange
e362_isFieldUnrollCandidate	362/656	1	485	124	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1080	12813-12938	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_merging.rs	e157_doesImmutableImmExceedRange,e161_addSpeculativeImmutable
e363_markFieldUnrollingCandidates	363/656	1	484	87	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1206	12947-13034	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_merging.rs	e157_doesImmutableImmExceedRange,e166_isProfitableForHoisting,e167_sortBlocks
e364_doScalarOpMerging	364/656	1	489	135	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1334	13043-13178	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_merging.rs	e166_isProfitableForHoisting,e169_findFieldUnrollCandidate
e365_applyOperationData	365/656	1	497	54	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1740	13187-13242	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_hoisting.rs	e172_addToOrReplaceOp
e366_runOn	366/656	1	506	130	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:2258	13251-13381	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	e252_size
e367_runOnOperation	367/656	1	511	5	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:74	13390-13395	crates/compiler/deeptools/src/transform/sentient/scalar_op_reordering/mod.rs	e175_runOn
e368_getFirstUseWithinBlock	368/656	1	515	23	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:383	13404-13427	crates/compiler/deeptools/src/transform/sentient/scalar_op_reordering/mod.rs	e178_findAncestorInBlock
e369_getLastUseWithinBlock	369/656	1	517	23	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:407	13436-13459	crates/compiler/deeptools/src/transform/sentient/scalar_op_reordering/mod.rs	e178_findAncestorInBlock
e370_localeHasFreeRegs	370/656	1	516	30	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:431	13468-13498	crates/compiler/deeptools/src/transform/sentient/scalar_op_reordering/mod.rs	e056_set,e063_getMaxRegNum
e371_transformIfCondition	371/656	1	522	109	dcc/src/Transform/Sentient/ScalarSimplifications.cpp:77	13507-13618	crates/compiler/deeptools/src/transform/sentient/scalar_simplifications/mod.rs	e179_updateCmpIPredicate,e252_size
e372_areAllExprsValidToTransform	372/656	1	524	50	dcc/src/Transform/Sentient/ScalarSimplifications.cpp:716	13627-13679	crates/compiler/deeptools/src/transform/sentient/scalar_simplifications/sentient.rs	e252_size
e373_areFlatExprsAndArgsIdentical	373/656	1	195	29	dcc/src/Transform/Sentient/ScalarSimplifications.cpp:840	13688-13719	crates/compiler/deeptools/src/transform/sentient/scalar_simplifications/sentient.rs	e252_size
e374_isEqual	374/656	1	534	8	dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:30	13728-13736	crates/compiler/deeptools/src/transform/sentient/set_active_mask_value_re/mod.rs	e184_maskValuesAreEquivalent
e375_initializeDataflowInfo	375/656	1	540	17	dcc/src/Transform/Sentient/SetMaskRE.cpp:203	13745-13762	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_rde_tree.rs	e044_isOperationADef,e185_isOperationAUse
e376_isEqual	376/656	1	543	7	dcc/src/Transform/Sentient/SetMaskRE.cpp:235	13771-13778	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_gen_value.rs	e189_maskValuesAreEquivalent
e377_setSetMaskWrap	377/656	1	547	9	dcc/src/Transform/Sentient/SetMaskRE.cpp:299	13787-13796	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_rde_tree_optimizer.rs	e252_size
e378_optimize	378/656	1	176	34	dcc/src/Transform/Sentient/SetMaskRE.cpp:311	13805-13839	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_rde_tree_optimizer.rs	e188_print,e192_print,e193_deadIncrMaskOptimization,e194_absorbIncrMask
e379_initializeDataflowInfoForLXLU	379/656	1	560	32	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:244	13848-13880	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_send_dst_rde_tree.rs	e196_isOperationAUse
e380_initializeDataflowInfoForSFP	380/656	1	559	30	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:277	13889-13919	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_send_dst_rde_tree.rs	e196_isOperationAUse
e381_dump	381/656	1	573	7	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:144	13928-13935	crates/compiler/deeptools/src/transform/sentient/sink_scalar_copy/mod.rs	e211_dump
e382_performGraphColoring	382/656	1	394	484	dcc/src/Transform/Sentient/SmartRegisterAllocation.cpp:136	13944-14430	crates/compiler/deeptools/src/transform/sentient/smart_register_allocation/mod.rs	e252_size
e383_runOn	383/656	1	587	17	dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:170	14439-14456	crates/compiler/deeptools/src/transform/sentient/specialized_canonicalization/mod.rs	e218_runOn,e219_runOn,e220_runOn,e221_initialize,e222_clear,e384_runOn
e384_runOn	384/656	1	587	4	dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:188	14465-14469	crates/compiler/deeptools/src/transform/sentient/specialized_canonicalization/mod.rs	e218_runOn,e219_runOn,e220_runOn,e383_runOn
e385_appendValueForwarding	385/656	1	590	6	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:100	14478-14487	crates/compiler/deeptools/src/transform/sentient/store_and_forward_fusion/mod.rs	e223_appendToVector
e386_isEligibleToFuse	386/656	1	594	87	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:219	14496-14586	crates/compiler/deeptools/src/transform/sentient/store_and_forward_fusion/mod.rs	e248_getFoldModeAttributeIfExists
e387_fillOperandForTrivialOp	387/656	1	595	19	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:318	14595-14617	crates/compiler/deeptools/src/transform/sentient/store_and_forward_fusion/mod.rs	e225_isOpTrivialMacOp,e226_isOpTrivialBinaryOp
