unit	entry	level	scc	loc	authority (under /Users/nickm/git/deeptools-src)	extract_lines	rust_home	scope	extract_file	class	calls	note
e311_enumerate_stick_computations	311/382	2	371	15	ddc/transformations/automatic_shuffle/shuffle.cpp:305	11544-11559	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	MergeAction	e143_get_shuffle_indices,e264_bin_op	-
e312_add_valid_actions	312/382	2	268	12	ddc/transformations/automatic_shuffle/shuffle.cpp:332	11569-11583	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	PackAction	e232_reset	-
e313_enumerate_stick_computations	313/382	2	373	4	ddc/transformations/automatic_shuffle/shuffle.cpp:379	11593-11597	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	PackAction	e145_get_indices,e264_bin_op	-
e314_add_valid_actions	314/382	2	276	6	ddc/transformations/automatic_shuffle/shuffle.cpp:398	11607-11615	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	ShiftLeftAction	e232_reset	-
e315_enumerate_stick_computations	315/382	2	374	15	ddc/transformations/automatic_shuffle/shuffle.cpp:428	11625-11640	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	ShiftLeftAction	e265_unary_op	-
e316_add_valid_actions	316/382	2	269	20	ddc/transformations/automatic_shuffle/shuffle.cpp:451	11650-11672	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	Pack8Action	e232_reset	-
e317_add_valid_actions	317/382	2	275	17	ddc/transformations/automatic_shuffle/shuffle.cpp:501	11682-11701	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	Pack9Action	e232_reset	-
e318_add_valid_actions	318/382	2	267	20	ddc/transformations/automatic_shuffle/shuffle.cpp:548	11711-11733	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	Pack24Action	e232_reset	-
e319_add_valid_actions	319/382	2	274	8	ddc/transformations/automatic_shuffle/shuffle.cpp:607	11743-11753	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	GCVTF16F8PackAction	e152__out_format,e154__out_format,e232_reset	-
e320_add_valid_actions	320/382	2	273	8	ddc/transformations/automatic_shuffle/shuffle.cpp:653	11763-11773	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	GCVTF16F8MergeAction	e152__out_format,e154__out_format,e232_reset	-
e321_DdlMain	321/382	2	343	16	ddc/ddl/ddl.cpp:78	1535-1552	crates/compiler/deeptools/src/schedule/ddl/mod.rs	ddl	crustify-ddc/cpp/ddl.cpp	-	e273_processBuffer	-
e322_processPaddedDimensionOp	322/382	2	336	84	ddc/ddl/ddl_conversion.cpp:102	1562-1646	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e184_setMetaDimKind,e274_processDimensionOp	-
e323_processOp	323/382	2	328	1424	ddc/ddl/ddl_conversion.cpp:582	1656-3081	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e069_updateMin,e070_updateMax,e071_updateValues,e096_updateMin,e097_updateMax,e098_updateValues,e173_addInternalTensor,e174_processExpression,e175_getTensorProp,e176_getTensor,e187_clear,e275_processCondition	-
e324_processTransformations	324/382	2	332	35	ddc/ddl/ddl_conversion.cpp:2036	3091-3126	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e177_dump,e183_dump,e275_processCondition	-
e325_convertDsc2Ddl	325/382	2	350	627	ddc/ddl/ddl_conversion.cpp:2881	3136-3763	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e176_getTensor,e177_dump,e179_getAccessPatternAsStr,e183_dump,e277_getTensorAndAllocation	-
e326_mergePcfgInSuperDSC	326/382	2	156	5	dcg/dcg_manager/dcg_manager.cpp:629	756-761	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	e282_mergePcfgInSuperDSC	-
e327_printSenProgram	327/382	2	161	13	dcg/dcg_manager/dcg_manager.cpp:945	771-784	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	e076_print,e102_print,e272_print	-
e328_computeMinParamForPaddedDim	328/382	3	49	24	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:870	6507-6532	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e021_getOpFuncName,e284_isOpFuncStridedWindow	-
e329_addChunkDataStageFromCandidates	329/382	3	65	13	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:1405	6542-6559	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e005_addOrUpdateSymbolicInfoInParams,e022_addOrUpdateDataStageParam,e041_getChunkParamsFromCandidates,e198_addOrUpdatePaddingSizesInChunkParams,e283_addOrUpdateCoreletSplitInParams	-
e330_getLdsTransferCoreIds	330/382	3	83	17	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:2773	6569-6588	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e068_getEndCoreAtCorelet,e210_isOpCrossCoreReduction,e287_getCrossCoreReductionGroupInfo	-
e331_exploreSuperChunkDataStageParams	331/382	3	85	140	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:2829	6598-6739	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e046_getLxBelowBlockNode,e059_getPagedDimensions,e222_allocAllMem,e283_addOrUpdateCoreletSplitInParams	-
e332_createSynchronization	332/382	3	92	5	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:3481	6749-6754	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e288_createSynchronizationDSC	-
e333_fillLoopOffsetsAndAddresses	333/382	3	117	613	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:5750	6764-7379	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e049_calculateCoreletOffsetInByte,e056_isIndexLds,e057_isPagedLds,e068_getEndCoreAtCorelet,e076_print,e102_print,e104_clear,e187_clear,e210_isOpCrossCoreReduction,e272_print,e287_getCrossCoreReductionGroupInfo	-
e334_addIbrDataStage	334/382	3	123	47	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6626	7389-7438	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e005_addOrUpdateSymbolicInfoInParams,e056_isIndexLds,e058_getNewDataStageIndex,e283_addOrUpdateCoreletSplitInParams	-
e335_addOnePageDataStage	335/382	3	125	30	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6676	7448-7480	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e058_getNewDataStageIndex,e224_getAllPagedLdsIndices,e283_addOrUpdateCoreletSplitInParams	-
e336_processPagedTensorTransfers	336/382	3	130	71	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6870	7490-7567	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e226_createStoreIndexTensorToIbr,e227_convertTransferDirectToIndirect,e294_createStoreIndexTensorToLx	-
e337_gatherRelatedPTRows	337/382	3	196	298	ddc/ddc_fold.cpp:959	11783-12083	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e076_print,e082_getCompRowId,e091_matchDataStream,e102_print,e297_gatherRelatedPTRowsBase	-
e338_performPeSfpWorkSplit	338/382	3	245	36	ddc/ddc_transformation.cpp:1395	12093-12129	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e118_cloneForPeSfpWorkSplit,e119_cloneForPeSfpWorkSplit,e304_cloneForPeSfpWorkSplit	-
e339_convertResultToSkipReg	339/382	3	227	110	ddc/ddc_transformation_util.cpp:909	12139-12250	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e111_reduceUsersOrDeleteAllocationAndMetadata,e254_destRelatedToExternalNodes,e305_destRelatedToExternalNodes	-
e340_insertComputeBetweenTransferAndReg	340/382	3	257	69	ddc/ddc_transformation_util.cpp:1021	12260-12332	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e254_destRelatedToExternalNodes,e305_destRelatedToExternalNodes	-
e341_relatedToExternalNodes	341/382	3	296	4	ddc/ddc_transformation_util.cpp:1712	12342-12346	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e253_srcRelatedToExternalNodes,e254_destRelatedToExternalNodes,e305_destRelatedToExternalNodes	-
e342_codegen_generic	342/382	3	379	123	ddc/transformations/automatic_shuffle/shuffle.cpp:910	12356-12488	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	e104_clear,e138_swap,e140_repeat_over_dims,e158_make_stick_number_key,e311_enumerate_stick_computations,e313_enumerate_stick_computations,e315_enumerate_stick_computations	-
e343_get_legal_transforms	343/382	3	277	12	ddc/transformations/automatic_shuffle/shuffle.cpp:1147	12498-12511	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	e310_add_valid_actions,e312_add_valid_actions,e314_add_valid_actions,e316_add_valid_actions,e317_add_valid_actions,e318_add_valid_actions,e319_add_valid_actions,e320_add_valid_actions	-
e344_DdlMain	344/382	3	344	12	ddc/ddl/ddl.cpp:96	3772-3785	crates/compiler/deeptools/src/schedule/ddl/mod.rs	ddl	crustify-ddc/cpp/ddl.cpp	-	e321_DdlMain	-
e345_exportToDdl	345/382	3	351	3	ddc/ddl/ddl_conversion.cpp:38	3795-3798	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConvertInterface	e325_convertDsc2Ddl	-
e346_processRegion	346/382	3	329	26	ddc/ddl/ddl_conversion.cpp:2008	3808-3835	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e323_processOp	-
e347_matchDdl2Dsc	347/382	3	340	442	ddc/ddl/ddl_conversion.cpp:2110	3845-4287	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e021_getOpFuncName,e172_processTypes,e173_addInternalTensor,e175_getTensorProp,e177_dump,e183_dump,e187_clear,e272_print,e274_processDimensionOp,e278_checkMetaDimensions,e322_processPaddedDimensionOp	-
e348_runDcgForDataOpsDlOps	348/382	3	157	179	dcg/dcg_manager/dcg_manager.cpp:269	794-973	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	e104_clear,e187_clear,e191_removeextraPTrows,e282_mergePcfgInSuperDSC,e326_mergePcfgInSuperDSC	-
e349_convertToProgIRDataOp	349/382	3	160	46	dcg/dcg_manager/dcg_manager.cpp:898	983-1029	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	e282_mergePcfgInSuperDSC,e326_mergePcfgInSuperDSC	-
e350_getMinParamConv2d	350/382	4	50	26	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:896	7577-7605	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e023_isOpFuncConv2dInt4,e024_isOpFuncConv2dOs1,e328_computeMinParamForPaddedDim	-
e351_setSuperChunkDataStageParams	351/382	4	86	12	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:2793	7615-7627	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e045_addSuperChunkDataStage,e283_addOrUpdateCoreletSplitInParams,e331_exploreSuperChunkDataStageParams	-
e352_updateChunkDataStagesFromCandidates	352/382	4	67	5	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:2819	7637-7646	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e045_addSuperChunkDataStage,e329_addChunkDataStageFromCandidates	-
e353_createAllocationAndTransfer	353/382	4	87	254	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:3121	7656-7910	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e014_isLabeledDsLXNeighbor,e015_getParentLoopNodes,e016_createAllocateNode,e017_createTransferNode,e046_getLxBelowBlockNode,e056_isIndexLds,e201_computeLdsAllocateSiblingLoopNode,e202_computeLdsTransferSiblingLoopNode,e210_isOpCrossCoreReduction,e330_getLdsTransferCoreIds	-
e354_processDscHbmPagedTensors	354/382	4	131	56	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6746	7920-7977	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e059_getPagedDimensions,e225_createPagedDimChunkLoops,e336_processPagedTensorTransfers	-
e355_fillCoordinateCustomWkSliceId	355/382	4	134	47	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7198	7987-8036	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e330_getLdsTransferCoreIds	-
e356_buildFoldForAllocation	356/382	4	201	473	ddc/ddc_fold.cpp:2395	12521-12997	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e062_getEnclosingLoopsAndRelatedDims,e074_retry,e078_dbgPrint,e079_dbgPrint,e080_allDimsCovered,e085_needToConsiderRowBundling,e089_constructAllocElemArrLayout,e092_getNumElementsInPTSlice,e094_getDefaultRowSplitFold,e095_gatherFoldParams,e233_dbgPrint,e234_scaleUpCoord,e235_scaleDownCoord,e237_sameCoordinateRange,e239_computeParamsForRowSplitFold,e241_relateLoopsToAllocElemArr,e337_gatherRelatedPTRows	-
e357_buildFoldForCompute	357/382	4	208	773	ddc/ddc_fold.cpp:3656	13007-13783	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e074_retry,e078_dbgPrint,e079_dbgPrint,e080_allDimsCovered,e081_buildFoldForBroadcastDim,e082_getCompRowId,e085_needToConsiderRowBundling,e104_clear,e233_dbgPrint,e234_scaleUpCoord,e235_scaleDownCoord,e236_needNonRowBundling,e238_getRelatedComputeCoord,e298_buildFoldFromAllocation,e299_buildFoldFromNonAllocRef,e337_gatherRelatedPTRows	-
e358_buildFoldForTransfer	358/382	4	207	289	ddc/ddc_fold.cpp:4433	13793-14083	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e074_retry,e078_dbgPrint,e079_dbgPrint,e082_getCompRowId,e085_needToConsiderRowBundling,e122_isNodeRelatedToComps,e178_getAccessPattern,e233_dbgPrint,e238_getRelatedComputeCoord,e298_buildFoldFromAllocation,e299_buildFoldFromNonAllocRef,e337_gatherRelatedPTRows	-
e359_transformRegToFifoOrLatch	359/382	4	228	82	ddc/ddc_transformation.cpp:610	14093-14175	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e117_getNodeDescription,e242_canUseFifo,e243_canUseLatch,e254_destRelatedToExternalNodes,e305_destRelatedToExternalNodes,e339_convertResultToSkipReg	-
e360_transformFor4BsplatRead	360/382	4	258	87	ddc/ddc_transformation.cpp:1766	14185-14272	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e250_convertResultFromFIFOtoReg,e340_insertComputeBetweenTransferAndReg	-
e361_relatedToExternalNodes	361/382	4	301	20	ddc/ddc_transformation_util.cpp:1757	14282-14302	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e121_relatedToExternalNodes,e306_relatedToExternalNodes,e341_relatedToExternalNodes	-
e362_get_shuffle	362/382	4	286	61	ddc/transformations/automatic_shuffle/shuffle.cpp:1161	14312-14374	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	e141_act,e142_cost,e144_act,e146_act,e147_cost,e148_act,e149_act,e150_cost,e151_act,e153_act,e155_act,e157_get_node,e160_update_worklist,e266_canonicalize_layout,e267_reset_graph,e343_get_legal_transforms	-
e363_parseDdl	363/382	4	345	9	ddc/ddl/ddl.cpp:121	4297-4306	crates/compiler/deeptools/src/schedule/ddl/mod.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlModuleOp	e321_DdlMain,e344_DdlMain	-
e364_parseDdl2Dsc	364/382	4	333	54	ddc/ddl/ddl_conversion.cpp:2770	4316-4370	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e324_processTransformations,e346_processRegion	-
e365_getMinParamForDimFromOpFunc	365/382	5	59	33	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:1137	8046-8080	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e021_getOpFuncName,e030_isOpFuncScalarBroadcast,e031_isOpFuncReduction,e032_isOpFuncPooling,e033_isOpFuncDepthwiseConv,e034_isOpFuncQuantization,e035_isOpFuncConversionDl16AndFp32,e036_getMinParamScalarBroadcast,e037_getMinParamReduction,e038_getMinParamPoolingAndDepthwiseConv,e039_getMinParamQuantization,e040_getMinParamConversionDl16AndFp32,e204_isOpFuncConv2d,e205_isOpFuncBmm,e206_getMinParamBmm,e350_getMinParamConv2d	-
e366_findBestParamsForMemoryBandwidth	366/382	5	78	228	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:2018	8090-8323	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e014_isLabeledDsLXNeighbor,e104_clear,e187_clear,e222_allocAllMem,e285_calculateBurstEfficiency,e352_updateChunkDataStagesFromCandidates	-
e367_findBestParamsForArithmeticIntensity	367/382	5	73	214	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:2500	8333-8551	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e104_clear,e187_clear,e203_getOpFuncDataFormat,e222_allocAllMem,e286_calculateFlopPerByte,e352_updateChunkDataStagesFromCandidates	-
e368_processHbmPagedTensors	368/382	5	132	4	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6741	8561-8565	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e354_processDscHbmPagedTensors	-
e369_buildCoordinateForAllocation	369/382	5	142	28	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7167	8575-8605	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e210_isOpCrossCoreReduction,e228_buildCoordinateFromAllocation,e229_sliceCoordinateForCorelet,e355_fillCoordinateCustomWkSliceId	-
e370_buildAndPropagateFold	370/382	5	211	350	ddc/ddc_fold.cpp:1625	14384-14734	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e073_addPropInfo,e075_getCurrItem,e078_dbgPrint,e079_dbgPrint,e082_getCompRowId,e086_isAllocateIncoming,e230_addPropInfo,e232_reset,e233_dbgPrint,e238_getRelatedComputeCoord,e240_buildFoldForExternalAllocation,e356_buildFoldForAllocation,e357_buildFoldForCompute,e358_buildFoldForTransfer	-
e371_replace_assign	371/382	5	290	119	ddc/transformations/automatic_shuffle/shuffle.cpp:788	14744-14865	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	e270_inferLayouts,e362_get_shuffle	-
e372_selectAndParseDdlTemplate	372/382	5	347	59	ddc/ddl/ddl_conversion.cpp:42	4380-4439	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e187_clear,e276_verifyDdlConstraints,e347_matchDdl2Dsc,e363_parseDdl,e364_parseDdl2Dsc	-
e373_getMinParamForDim	373/382	6	60	15	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:1119	8615-8632	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e210_isOpCrossCoreReduction,e365_getMinParamForDimFromOpFunc	-
e374_propagateCoordinateDSC	374/382	6	143	109	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7761	8642-8752	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e060_getHbmAllocations,e369_buildCoordinateForAllocation	-
e375_coordinateCapture	375/382	6	212	86	ddc/ddc_fold.cpp:1538	14875-14961	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e076_print,e102_print,e370_buildAndPropagateFold	-
e376_performAutomaticShuffling	376/382	6	292	167	ddc/ddc_transformation.cpp:1855	14971-15138	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e110_constructAllocation,e164_insert_before,e257_addNewLds,e371_replace_assign	-
e377_getInitialChunkParams	377/382	7	63	20	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:1382	8762-8784	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e104_clear,e187_clear,e373_getMinParamForDim	-
e378_propagateCoordinate	378/382	7	144	3	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7757	8794-8797	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e374_propagateCoordinateDSC	-
e379_run_v1	379/382	7	352	109	ddc/ddcv1.cpp:3692	15148-15257	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear,e125_minimizeAllocations,e126_populateUnitTimeTransfers,e127_spreadDataInAllocate,e128_finalizeAllocateLayouts,e132_restoreDsc,e133_adjustLoopOffsetsAndAddresses,e134_simplifyScheduleTree,e135_updateLdsIdxMetadata,e136_initGlobalData,e244_cloneForOffsetAdjustment,e245_setSizeForFixedSizeTransfers,e246_transformForInterSliceRestickify,e260_fillLoopOffsetsAndAddresses,e261_finalizeOps,e262_coordinateMasking,e263_identifyBelowChunkBoundaryLoops,e300_packStickDim,e301_hoistTransfersUpForReuse,e302_unrollSymbolicTransfers,e303_unrollSpreadTransfers,e307_exploreAssignDataStages,e308_prepDsc,e309_attachToPrefilledSchedule,e338_performPeSfpWorkSplit,e345_exportToDdl,e359_transformRegToFifoOrLatch,e360_transformFor4BsplatRead,e372_selectAndParseDdlTemplate,e375_coordinateCapture,e376_performAutomaticShuffling	-
e380_setChunkDataStageParams	380/382	8	79	129	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:1439	8807-8936	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e008_hasDimensionReuse,e010_getCoreSplitDimensions,e014_isLabeledDsLXNeighbor,e022_addOrUpdateDataStageParam,e207_generateDscParamCandidates,e222_allocAllMem,e352_updateChunkDataStagesFromCandidates,e366_findBestParamsForMemoryBandwidth,e367_findBestParamsForArithmeticIntensity,e377_getInitialChunkParams	-
e381_run	381/382	8	353	15	ddc/ddcv1.cpp:3802	15267-15282	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e379_run_v1	-
e382_run	382/382	9	146	122	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7912	8946-9068	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e001_isSameDscGroup,e053_verifyScheduleTree,e054_prepDsc,e059_getPagedDimensions,e214_optimizeHbmLdsOutputInScheduleTree,e221_fillTransferZeroPaddingInfo,e222_allocAllMem,e289_optimizeHbmTransfers,e290_createChunkLoops,e291_fillTransferMulticastInfo,e292_fillAllocationStartAddrAndOffset,e293_setLxBufferType,e295_fillExplicitTransferSize,e332_createSynchronization,e333_fillLoopOffsetsAndAddresses,e334_addIbrDataStage,e335_addOnePageDataStage,e351_setSuperChunkDataStageParams,e353_createAllocationAndTransfer,e368_processHbmPagedTensors,e378_propagateCoordinate,e380_setChunkDataStageParams	-
