unit	entry	level	scc	loc	authority (under /Users/nickm/git/deeptools-src)	extract_lines	rust_home	scope	extract_file	class	calls	note
e106_findReleventStickPackingTransfers	106/382	0	230	72	ddc/ddc_transformation.cpp:712	1038-1114	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e107_isEligibleCompute	107/382	0	231	19	ddc/ddc_transformation.cpp:789	1124-1145	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e108_cloneComputeForOffsetAdjustment	108/382	0	240	29	ddc/ddc_transformation.cpp:1356	1155-1184	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e109_transformAComputeNodeForInterSliceRestickify	109/382	0	293	12	ddc/ddc_transformation.cpp:2383	1194-1208	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e110_constructAllocation	110/382	0	246	50	ddc/ddc_transformation_util.cpp:20	1218-1270	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e111_reduceUsersOrDeleteAllocationAndMetadata	111/382	0	226	41	ddc/ddc_transformation_util.cpp:73	1280-1323	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e112_constructDatastage	112/382	0	234	8	ddc/ddc_transformation_util.cpp:117	1333-1341	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e113_constructDatastage	113/382	0	232	11	ddc/ddc_transformation_util.cpp:126	1351-1362	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e114_constructLoopNode	114/382	0	233	18	ddc/ddc_transformation_util.cpp:138	1372-1392	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e115_collectLoopReferences	115/382	0	251	14	ddc/ddc_transformation_util.cpp:318	1402-1418	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e116_getPaddingPerDim	116/382	0	247	49	ddc/ddc_transformation_util.cpp:709	1428-1478	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e117_getNodeDescription	117/382	0	220	25	ddc/ddc_transformation_util.cpp:1094	1488-1513	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e118_cloneForPeSfpWorkSplit	118/382	0	242	114	ddc/ddc_transformation_util.cpp:1306	1523-1638	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e119_cloneForPeSfpWorkSplit	119/382	0	244	115	ddc/ddc_transformation_util.cpp:1422	1648-1763	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e120_storageOrDatastreamIsExternal	120/382	0	223	32	ddc/ddc_transformation_util.cpp:1652	1773-1807	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e121_relatedToExternalNodes	121/382	0	300	8	ddc/ddc_transformation_util.cpp:1748	1817-1825	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e122_isNodeRelatedToComps	122/382	0	206	30	ddc/ddc_transformation_util.cpp:1778	1835-1867	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e123_updateNodesWithNewLds	123/382	0	238	57	ddc/ddc_transformation_util.cpp:1919	1877-1935	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e124_getLdsOrConstNameOfAllocNode	124/382	0	302	10	ddc/ddcv1.cpp:20	1945-1955	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e125_minimizeAllocations	125/382	0	303	101	ddc/ddcv1.cpp:30	1967-2068	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	Part of the ddcv1.cpp:30-360 placement span that reginit.rs hand-transcribes. The authority is this body.
e126_populateUnitTimeTransfers	126/382	0	305	115	ddc/ddcv1.cpp:439	2078-2193	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e127_spreadDataInAllocate	127/382	0	307	27	ddc/ddcv1.cpp:1682	2203-2230	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e128_finalizeAllocateLayouts	128/382	0	308	30	ddc/ddcv1.cpp:1712	2240-2270	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e129_getClSplitDim	129/382	0	309	19	ddc/ddcv1.cpp:1799	2279-2298	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	-	-
e130_getPeSfpSplitDim	130/382	0	310	47	ddc/ddcv1.cpp:1819	2307-2355	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	-	-
e131_setPeFoldsIfPtInteraction	131/382	0	311	22	ddc/ddcv1.cpp:1868	2364-2387	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	-	-
e132_restoreDsc	132/382	0	314	5	ddc/ddcv1.cpp:2272	2397-2402	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e133_adjustLoopOffsetsAndAddresses	133/382	0	317	81	ddc/ddcv1.cpp:3201	2412-2493	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e134_simplifyScheduleTree	134/382	0	319	27	ddc/ddcv1.cpp:3457	2503-2530	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e135_updateLdsIdxMetadata	135/382	0	321	5	ddc/ddcv1.cpp:3667	2540-2545	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e136_initGlobalData	136/382	0	322	9	ddc/ddcv1.cpp:3673	2555-2564	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	-	-
e137_int_log2	137/382	0	288	9	ddc/transformations/automatic_shuffle/shuffle.cpp:95	2573-2582	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	-	-
e138_swap	138/382	0	99	1	ddc/transformations/automatic_shuffle/shuffle.cpp:121	2592-2593	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	SwapBuffer	-	-
e139_packmerge_psuedostring	139/382	0	366	9	ddc/transformations/automatic_shuffle/shuffle.cpp:124	2602-2614	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	-	-
e140_repeat_over_dims	140/382	0	369	26	ddc/transformations/automatic_shuffle/shuffle.cpp:178	2624-2652	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	ComputationOp	-	-
e141_act	141/382	0	285	16	ddc/transformations/automatic_shuffle/shuffle.cpp:249	2662-2678	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	MergeAction	-	-
e142_cost	142/382	0	279	6	ddc/transformations/automatic_shuffle/shuffle.cpp:266	2688-2694	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	MergeAction	-	-
e143_get_shuffle_indices	143/382	0	370	29	ddc/transformations/automatic_shuffle/shuffle.cpp:275	2704-2733	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	MergeAction	-	-
e144_act	144/382	0	260	10	ddc/transformations/automatic_shuffle/shuffle.cpp:351	2743-2753	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	PackAction	-	-
e145_get_indices	145/382	0	372	12	ddc/transformations/automatic_shuffle/shuffle.cpp:366	2763-2775	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	PackAction	-	-
e146_act	146/382	0	262	13	ddc/transformations/automatic_shuffle/shuffle.cpp:409	2785-2798	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	ShiftLeftAction	-	-
e147_cost	147/382	0	284	4	ddc/transformations/automatic_shuffle/shuffle.cpp:423	2808-2812	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	ShiftLeftAction	-	-
e148_act	148/382	0	266	10	ddc/transformations/automatic_shuffle/shuffle.cpp:476	2822-2832	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	Pack8Action	-	-
e149_act	149/382	0	283	8	ddc/transformations/automatic_shuffle/shuffle.cpp:523	2842-2850	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	Pack9Action	-	-
e150_cost	150/382	0	259	4	ddc/transformations/automatic_shuffle/shuffle.cpp:532	2860-2864	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	Pack9Action	-	-
e151_act	151/382	0	263	11	ddc/transformations/automatic_shuffle/shuffle.cpp:573	2874-2885	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	Pack24Action	-	-
e152__out_format	152/382	0	272	8	ddc/transformations/automatic_shuffle/shuffle.cpp:598	2895-2904	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	GCVTF16F8PackAction	-	-
e153_act	153/382	0	278	7	ddc/transformations/automatic_shuffle/shuffle.cpp:620	2914-2921	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	GCVTF16F8PackAction	-	-
e154__out_format	154/382	0	271	8	ddc/transformations/automatic_shuffle/shuffle.cpp:644	2931-2940	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	GCVTF16F8MergeAction	-	-
e155_act	155/382	0	261	6	ddc/transformations/automatic_shuffle/shuffle.cpp:666	2950-2956	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	GCVTF16F8MergeAction	-	-
e156_contains	156/382	0	281	5	ddc/transformations/automatic_shuffle/shuffle.cpp:684	2966-2971	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AbstractLayout	-	-
e157_get_node	157/382	0	265	11	ddc/transformations/automatic_shuffle/shuffle.cpp:717	2981-2993	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	-	-
e158_make_stick_number_key	158/382	0	375	14	ddc/transformations/automatic_shuffle/shuffle.cpp:730	3002-3016	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	-	-
e159_all_one	159/382	0	287	3	ddc/transformations/automatic_shuffle/shuffle.cpp:1043	3025-3028	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	-	-
e160_update_worklist	160/382	0	264	7	ddc/transformations/automatic_shuffle/shuffle.cpp:1139	3038-3045	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	-	-
e161_codegen_psuedocode	161/382	0	380	42	ddc/transformations/automatic_shuffle/shuffle.cpp:1224	3055-3099	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	-	-
e162_getDefaultSymbols	162/382	0	381	8	ddc/transformations/automatic_shuffle/shuffle.h:48	3109-3117	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	DimSymbol	-	-
e163_constexpr	163/382	0	376	3	ddc/transformations/automatic_shuffle/shuffle.h:160	3127-3130	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	std	-	-
e164_insert_before	164/382	0	291	7	ddc/transformations/automatic_shuffle/shuffle.h:175	3140-3148	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	DataEdge	-	-
e165_initialize	165/382	0	354	10	ddc/ddl/Dialect/DdlOps.cpp:33	32-42	crates/compiler/deeptools/src/schedule/ddl/ops.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlDialect	-	-
e166_verify	166/382	0	355	30	ddc/ddl/Dialect/DdlOps.cpp:59	52-82	crates/compiler/deeptools/src/schedule/ddl/ops.rs	ddl	crustify-ddc/cpp/ddl.cpp	ForceInnermostDimensionsOp	-	-
e167_verify	167/382	0	356	25	ddc/ddl/Dialect/DdlOps.cpp:109	92-117	crates/compiler/deeptools/src/schedule/ddl/ops.rs	ddl	crustify-ddc/cpp/ddl.cpp	ComputeOp	-	-
e168_verify	168/382	0	357	16	ddc/ddl/Dialect/DdlOps.cpp:149	127-143	crates/compiler/deeptools/src/schedule/ddl/ops.rs	ddl	crustify-ddc/cpp/ddl.cpp	DatatypeOp	-	-
e169_verify	169/382	0	359	7	ddc/ddl/Dialect/DdlOps.cpp:195	153-160	crates/compiler/deeptools/src/schedule/ddl/ops.rs	ddl	crustify-ddc/cpp/ddl.cpp	ImplicitSyncOp	-	-
e170_parse	170/382	0	360	72	ddc/ddl/Dialect/DdlOps.cpp:220	170-243	crates/compiler/deeptools/src/schedule/ddl/ops.rs	ddl	crustify-ddc/cpp/ddl.cpp	AllocateOp	-	-
e171_performActions	171/382	0	341	22	ddc/ddl/ddl.cpp:36	252-275	crates/compiler/deeptools/src/schedule/ddl/mod.rs	ddl	crustify-ddc/cpp/ddl.cpp	-	-	-
e172_processTypes	172/382	0	339	24	ddc/ddl/ddl_conversion.cpp:447	285-310	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	-	-
e173_addInternalTensor	173/382	0	327	107	ddc/ddl/ddl_conversion.cpp:473	320-428	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	-	-
e174_processExpression	174/382	0	324	10	ddc/ddl/ddl_conversion.cpp:2072	438-448	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	-	-
e175_getTensorProp	175/382	0	325	26	ddc/ddl/ddl_conversion.cpp:2083	458-484	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlInterface	-	-
e176_getTensor	176/382	0	115	20	ddc/ddl/ddl_conversion.cpp:2825	494-515	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	-	-
e177_dump	177/382	0	331	23	ddc/ddl/ddl_conversion.cpp:3509	525-548	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DimProp	-	-
e178_getAccessPattern	178/382	0	202	8	ddc/ddl/ddl_conversion.cpp:3619	558-567	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DataTransfer	-	-
e179_getAccessPatternAsStr	179/382	0	349	14	ddc/ddl/ddl_conversion.cpp:3629	577-592	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DataTransfer	-	-
e180_checkAccessPattern	180/382	0	361	34	ddc/ddl/ddl_conversion.cpp:3648	602-640	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	-	-
e181_convertAccessPatternStrToDdcType	181/382	0	362	29	ddc/ddl/ddl_conversion.cpp:3687	649-679	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	-	-	-
e182_convertAccessPatternStrToDdcType	182/382	0	363	7	ddc/ddl/ddl_conversion.cpp:3718	688-696	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	-	-	-
e183_dump	183/382	0	330	13	ddc/ddl/ddl_conversion.cpp:3756	706-719	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DataTransfer	-	-
e184_setMetaDimKind	184/382	0	334	7	ddc/ddl/ddl_conversion.h:317	729-736	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DimProp	-	-
e185_isMetaDim	185/382	0	337	5	ddc/ddl/ddl_conversion.h:329	746-751	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DimProp	-	-
e186_getNonPaddedDimProp	186/382	0	365	5	ddc/ddl/ddl_conversion.h:351	761-766	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlInterface	-	-
e187_clear	187/382	0	5	4	ddc/ddl/ddl_conversion.h:458	776-780	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlInterface	-	-
e188_runDcgComputeTransfer	188/382	0	151	13	dcg/dcg_manager/dcg_manager.cpp:112	32-45	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	-	-
e189_runDcgForDlOps	189/382	0	154	52	dcg/dcg_manager/dcg_manager.cpp:216	55-107	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	-	-
e190_runDcgForDlOpsStandalone	190/382	0	158	64	dcg/dcg_manager/dcg_manager.cpp:449	117-181	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	-	-
e191_removeextraPTrows	191/382	0	152	60	dcg/dcg_manager/dcg_manager.cpp:568	191-251	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	-	-
e192_printSenProgram	192/382	0	162	16	dcg/dcg_manager/dcg_manager.cpp:959	261-279	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	-	-
e193_runDcgForGenKG3	193/382	0	163	3	dcg/dcg_manager/dcg_manager.h:94	289-292	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	-	-
e194_runDcgForSparseKG3CONV2D	194/382	0	164	3	dcg/dcg_manager/dcg_manager.h:98	302-305	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	-	-
e195_runDcgForSparseKG3BMM	195/382	0	165	3	dcg/dcg_manager/dcg_manager.h:102	315-318	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	-	-
e196_printTrafficPerCore	196/382	0	166	3	dcg/dcg_manager/dcg_manager.h:120	328-331	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	-	-
e197_getCoreletSplitDimensions	197/382	1	3	15	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:88	2006-2022	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	-	e003_isDimensionCoreletSplit	-
e198_addOrUpdatePaddingSizesInChunkParams	198/382	1	8	6	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:150	2031-2038	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	-	e004_voidPaddingIfChunking	-
e199_getLabeledDsNumOfWkSlices	199/382	1	11	49	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:219	2047-2098	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	-	e002_isLabeledDsDimensionBroadcast	-
e200_getLxNeighborLabeledDsIndicesSet	200/382	1	20	7	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:396	2108-2117	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e014_isLabeledDsLXNeighbor	-
e201_computeLdsAllocateSiblingLoopNode	201/382	1	22	55	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:435	2127-2186	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e014_isLabeledDsLXNeighbor,e056_isIndexLds	-
e202_computeLdsTransferSiblingLoopNode	202/382	1	23	32	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:495	2196-2232	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e014_isLabeledDsLXNeighbor,e056_isIndexLds	-
e203_getOpFuncDataFormat	203/382	1	31	49	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:670	2242-2292	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e021_getOpFuncName	-
e204_isOpFuncConv2d	204/382	1	35	15	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:753	2302-2317	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e023_isOpFuncConv2dInt4,e024_isOpFuncConv2dOs1	-
e205_isOpFuncBmm	205/382	1	41	5	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:804	2327-2332	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e025_isOpFuncBmmInt4,e026_isOpFuncBmmInt8,e027_isOpFuncBmmFp8NonXrf,e028_isOpFuncBmmFp8Xrf,e029_isOpFuncBmmFp16	-
e206_getMinParamBmm	206/382	1	51	80	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:925	2342-2424	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e025_isOpFuncBmmInt4,e026_isOpFuncBmmInt8,e027_isOpFuncBmmFp8NonXrf,e028_isOpFuncBmmFp8Xrf,e029_isOpFuncBmmFp16	-
e207_generateDscParamCandidates	207/382	1	62	204	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:1172	2434-2643	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e003_isDimensionCoreletSplit,e009_getStickSize,e056_isIndexLds,e059_getPagedDimensions	-
e208_getLdsL3TransferNodes	208/382	1	68	34	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:1571	2653-2690	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e014_isLabeledDsLXNeighbor	-
e209_getLabeledDsChunkStickVolume	209/382	1	76	64	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:1628	2700-2765	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e009_getStickSize,e056_isIndexLds	-
e210_isOpCrossCoreReduction	210/382	1	58	7	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:2734	2775-2783	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e044_getOpReducedDimSet	-
e211_getInsertionNode	211/382	1	88	89	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:3376	2793-2884	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e104_clear,e187_clear	-
e212_addL3LUAndLXLUSyncNodeSequence	212/382	1	89	45	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:3912	2894-2940	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e020_createSyncNode	-
e213_addL3LUAndLXLUSoftSyncNodeSequence	213/382	1	90	26	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:3959	2950-2977	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e020_createSyncNode	-
e214_optimizeHbmLdsOutputInScheduleTree	214/382	1	94	94	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:4018	2987-3081	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e015_getParentLoopNodes,e072_getTripCount	-
e215_buildScheduleDimensionsTable	215/382	1	98	103	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:4236	3091-3196	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e007_scheduleDimTypeToString,e056_isIndexLds	-
e216_buildLoopOrder	216/382	1	101	231	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:4377	3206-3440	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e011_getLabeledDsWithDsType,e014_isLabeledDsLXNeighbor,e052_verifyLoopOrder,e056_isIndexLds,e059_getPagedDimensions,e138_swap	-
e217_createChunkLoopNodes	217/382	1	97	58	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:4612	3450-3510	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e018_createLoopNode,e019_createBlockNode,e058_getNewDataStageIndex	-
e218_setCondGtr	218/382	1	104	114	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:4721	3520-3638	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e010_getCoreSplitDimensions,e017_createTransferNode,e048_getSharesAndGroupName	-
